datetime,value
2018-04-27 14:28:00.761,offline
2018-04-27 14:28:10.761,offline
2018-04-27 14:28:20.761,offline
2018-04-27 14:28:30.761,offline
2018-04-27 14:28:40.761,offline
2018-04-27 14:28:50.761,offline
2018-04-27 14:29:00.761,offline
2018-04-27 14:29:10.761,offline
2018-04-27 14:29:20.761,offline
2018-04-27 14:29:30.761,offline
2018-04-27 14:29:40.761,offline
2018-04-27 14:29:50.761,offline
2018-04-27 14:30:00.761,offline
2018-04-27 14:30:10.761,offline
2018-04-27 14:30:20.761,offline
2018-04-27 14:30:30.761,offline
2018-04-27 14:30:40.761,offline
2018-04-27 14:30:50.761,offline
2018-04-27 14:31:00.761,offline
2018-04-27 14:31:10.761,offline
2018-04-27 14:31:20.761,offline
2018-04-27 14:31:30.761,offline
2018-04-27 14:31:40.761,offline
2018-04-27 14:31:50.761,offline
2018-04-27 14:32:00.761,offline
2018-04-27 14:32:10.761,offline
2018-04-27 14:32:20.761,offline
2018-04-27 14:32:30.761,offline
2018-04-27 14:32:40.761,offline
2018-04-27 14:32:50.761,offline
2018-04-27 14:33:00.761,offline
2018-04-27 14:33:10.761,offline
2018-04-27 14:33:20.761,offline
2018-04-27 14:33:30.761,offline
2018-04-27 14:33:40.761,offline
2018-04-27 14:33:50.761,offline
2018-04-27 14:34:00.761,offline
2018-04-27 14:34:10.761,offline
2018-04-27 14:34:20.761,offline
2018-04-27 14:34:30.761,offline
2018-04-27 14:34:40.761,offline
2018-04-27 14:34:50.761,offline
2018-04-27 14:35:00.761,offline
2018-04-27 14:35:10.761,offline
2018-04-27 14:35:20.761,offline
2018-04-27 14:35:30.761,offline
2018-04-27 14:35:40.761,offline
2018-04-27 14:35:50.761,offline
2018-04-27 14:36:00.761,offline
2018-04-27 14:36:10.761,offline
2018-04-27 14:36:20.761,offline
2018-04-27 14:36:30.761,offline
2018-04-27 14:36:40.761,offline
2018-04-27 14:36:50.761,offline
2018-04-27 14:37:00.761,offline
2018-04-27 14:37:10.761,offline
2018-04-27 14:37:20.761,offline
2018-04-27 14:37:30.761,offline
2018-04-27 14:37:40.761,offline
2018-04-27 14:37:50.761,offline
2018-04-27 14:38:00.761,offline
2018-04-27 14:38:10.761,offline
2018-04-27 14:38:20.761,offline
2018-04-27 14:38:30.761,offline
2018-04-27 14:38:40.761,offline
2018-04-27 14:38:50.761,offline
2018-04-27 14:39:00.761,offline
2018-04-27 14:39:10.761,offline
2018-04-27 14:39:20.761,offline
2018-04-27 14:39:30.761,offline
2018-04-27 14:39:40.761,offline
2018-04-27 14:39:50.761,offline
2018-04-27 14:40:00.761,offline
2018-04-27 14:40:10.761,offline
2018-04-27 14:40:20.761,offline
2018-04-27 14:40:30.762,offline
2018-04-27 14:40:40.761,offline
2018-04-27 14:40:50.761,offline
2018-04-27 14:41:00.761,offline
2018-04-27 14:41:10.761,offline
2018-04-27 14:41:20.761,offline
2018-04-27 14:41:30.761,offline
2018-04-27 14:41:40.761,offline
2018-04-27 14:41:50.761,offline
2018-04-27 14:42:00.761,offline
2018-04-27 14:42:10.761,offline
2018-04-27 14:42:20.761,offline
2018-04-27 14:42:30.761,offline
2018-04-27 14:42:40.761,offline
2018-04-27 14:42:50.761,offline
2018-04-27 14:43:00.761,offline
2018-04-27 14:43:10.761,offline
2018-04-27 14:43:20.761,offline
2018-04-27 14:43:30.761,offline
2018-04-27 14:43:40.761,offline
2018-04-27 14:43:50.761,offline
2018-04-27 14:44:00.761,offline
2018-04-27 14:44:10.761,offline
2018-04-27 14:44:20.761,offline
2018-04-27 14:44:30.761,offline
2018-04-27 14:44:40.761,offline
2018-04-27 14:44:50.761,offline
2018-04-27 14:45:00.761,offline
2018-04-27 14:45:10.761,offline
2018-04-27 14:45:20.761,offline
2018-04-27 14:45:30.761,offline
2018-04-27 14:45:40.761,offline
2018-04-27 14:45:50.760,offline
2018-04-27 14:46:00.761,offline
2018-04-27 14:46:10.761,offline
2018-04-27 14:46:20.761,offline
2018-04-27 14:46:30.761,offline
2018-04-27 14:46:40.761,offline
2018-04-27 14:46:50.761,offline
2018-04-27 14:47:00.761,offline
2018-04-27 14:47:10.761,offline
2018-04-27 14:47:20.761,offline
2018-04-27 14:47:30.761,offline
2018-04-27 14:47:40.761,offline
2018-04-27 14:47:50.761,offline
2018-04-27 14:48:00.761,offline
2018-04-27 14:48:10.761,offline
2018-04-27 14:48:20.761,offline
2018-04-27 14:48:30.761,offline
2018-04-27 14:48:40.761,offline
2018-04-27 14:48:50.761,offline
2018-04-27 14:49:00.761,offline
2018-04-27 14:49:10.761,offline
2018-04-27 14:49:20.761,offline
2018-04-27 14:49:30.761,offline
2018-04-27 14:49:40.761,offline
2018-04-27 14:49:50.761,offline
2018-04-27 14:50:00.761,offline
2018-04-27 14:50:10.761,offline
2018-04-27 14:50:20.761,offline
2018-04-27 14:50:30.761,offline
2018-04-27 14:50:40.761,offline
2018-04-27 14:50:50.761,offline
2018-04-27 14:51:00.761,offline
2018-04-27 14:51:10.761,offline
2018-04-27 14:51:20.761,offline
2018-04-27 14:51:30.761,offline
2018-04-27 14:51:40.761,offline
2018-04-27 14:51:50.761,offline
2018-04-27 14:52:00.761,offline
2018-04-27 14:52:10.761,offline
2018-04-27 14:52:20.761,offline
2018-04-27 14:52:30.761,offline
2018-04-27 14:52:40.761,offline
2018-04-27 14:52:50.761,offline
2018-04-27 14:53:00.761,offline
2018-04-27 14:53:10.761,offline
2018-04-27 14:53:20.761,offline
2018-04-27 14:53:30.761,offline
2018-04-27 14:53:40.761,offline
2018-04-27 14:53:50.761,offline
2018-04-27 14:54:00.761,offline
2018-04-27 14:54:10.761,offline
2018-04-27 14:54:20.761,offline
2018-04-27 14:54:30.761,offline
2018-04-27 14:54:40.761,offline
2018-04-27 14:54:50.761,offline
2018-04-27 14:55:00.761,offline
2018-04-27 14:55:10.761,offline
2018-04-27 14:55:20.761,offline
2018-04-27 14:55:30.761,offline
2018-04-27 14:55:40.761,offline
2018-04-27 14:55:50.761,offline
2018-04-27 14:56:00.761,offline
2018-04-27 14:56:10.761,offline
2018-04-27 14:56:20.761,offline
2018-04-27 14:56:30.761,offline
2018-04-27 14:56:40.761,offline
2018-04-27 14:56:50.761,offline
2018-04-27 14:57:00.761,offline
2018-04-27 14:57:10.761,offline
2018-04-27 14:57:20.761,offline
2018-04-27 14:57:30.761,offline
2018-04-27 14:57:40.761,offline
2018-04-27 14:57:50.761,offline
2018-04-27 14:58:00.761,offline
2018-04-27 14:58:10.761,offline
2018-04-27 14:58:20.761,offline
2018-04-27 14:58:30.761,offline
2018-04-27 14:58:40.761,offline
2018-04-27 14:58:50.761,offline
2018-04-27 14:59:00.761,offline
2018-04-27 14:59:10.761,offline
2018-04-27 14:59:20.761,offline
2018-04-27 14:59:30.761,offline
2018-04-27 14:59:40.761,offline
2018-04-27 14:59:50.761,offline
2018-04-27 15:00:00.761,offline
2018-04-27 15:00:10.761,offline
2018-04-27 15:00:20.761,offline
2018-04-27 15:00:30.761,offline
2018-04-27 15:00:40.761,offline
2018-04-27 15:00:50.761,offline
2018-04-27 15:01:00.761,offline
2018-04-27 15:01:10.761,offline
2018-04-27 15:01:20.761,offline
2018-04-27 15:01:30.761,offline
2018-04-27 15:01:40.761,offline
2018-04-27 15:01:50.761,offline
2018-04-27 15:02:00.761,offline
2018-04-27 15:02:10.761,offline
2018-04-27 15:02:20.761,offline
2018-04-27 15:02:30.761,offline
2018-04-27 15:02:40.761,offline
2018-04-27 15:02:50.761,offline
2018-04-27 15:03:00.761,offline
2018-04-27 15:03:10.761,offline
2018-04-27 15:03:20.761,offline
2018-04-27 15:03:30.761,offline
2018-04-27 15:03:40.761,offline
2018-04-27 15:03:50.761,offline
2018-04-27 15:04:00.761,offline
2018-04-27 15:04:10.761,offline
2018-04-27 15:04:20.761,offline
2018-04-27 15:04:30.761,offline
2018-04-27 15:04:40.761,offline
2018-04-27 15:04:50.761,offline
2018-04-27 15:05:00.761,offline
2018-04-27 15:05:10.761,offline
2018-04-27 15:05:20.761,offline
2018-04-27 15:05:30.761,offline
2018-04-27 15:05:40.761,offline
2018-04-27 15:05:50.761,offline
2018-04-27 15:06:00.761,offline
2018-04-27 15:06:10.761,offline
2018-04-27 15:06:20.761,offline
2018-04-27 15:06:30.761,offline
2018-04-27 15:06:40.761,offline
2018-04-27 15:06:50.761,offline
2018-04-27 15:07:00.761,offline
2018-04-27 15:07:10.761,offline
2018-04-27 15:07:20.761,offline
2018-04-27 15:07:30.761,offline
2018-04-27 15:07:40.761,offline
2018-04-27 15:07:50.761,offline
2018-04-27 15:08:00.761,offline
2018-04-27 15:08:10.761,offline
2018-04-27 15:08:20.761,offline
2018-04-27 15:08:30.761,offline
2018-04-27 15:08:40.761,offline
2018-04-27 15:08:50.761,offline
2018-04-27 15:09:00.761,offline
2018-04-27 15:09:10.761,offline
2018-04-27 15:09:20.761,offline
2018-04-27 15:09:30.761,offline
2018-04-27 15:09:40.761,offline
2018-04-27 15:09:50.761,offline
2018-04-27 15:10:00.761,offline
2018-04-27 15:10:10.761,offline
2018-04-27 15:10:20.761,offline
2018-04-27 15:10:30.761,offline
2018-04-27 15:10:40.761,offline
2018-04-27 15:10:50.761,offline
2018-04-27 15:11:00.761,offline
2018-04-27 15:11:10.761,offline
2018-04-27 15:11:20.761,offline
2018-04-27 15:11:30.761,offline
2018-04-27 15:11:40.761,offline
2018-04-27 15:11:50.761,offline
2018-04-27 15:12:00.761,offline
2018-04-27 15:12:10.761,offline
2018-04-27 15:12:20.761,offline
2018-04-27 15:12:30.761,offline
2018-04-27 15:12:40.761,offline
2018-04-27 15:12:50.761,offline
2018-04-27 15:13:00.761,offline
2018-04-27 15:13:10.761,offline
2018-04-27 15:13:20.761,offline
2018-04-27 15:13:30.761,offline
2018-04-27 15:13:40.761,offline
2018-04-27 15:13:50.761,offline
2018-04-27 15:14:00.761,offline
2018-04-27 15:14:10.761,offline
2018-04-27 15:14:20.761,offline
2018-04-27 15:14:30.761,offline
2018-04-27 15:14:40.761,offline
2018-04-27 15:14:50.761,offline
2018-04-27 15:15:00.761,offline
2018-04-27 15:15:10.761,offline
2018-04-27 15:15:20.761,offline
2018-04-27 15:15:30.761,offline
2018-04-27 15:15:40.761,offline
2018-04-27 15:15:50.761,offline
2018-04-27 15:16:00.761,offline
2018-04-27 15:16:10.761,offline
2018-04-27 15:16:20.761,offline
2018-04-27 15:16:30.761,offline
2018-04-27 15:16:40.761,offline
2018-04-27 15:16:50.761,offline
2018-04-27 15:17:00.761,offline
2018-04-27 15:17:10.761,offline
2018-04-27 15:17:20.761,offline
2018-04-27 15:17:30.761,offline
2018-04-27 15:17:40.761,offline
2018-04-27 15:17:50.761,offline
2018-04-27 15:18:00.761,offline
2018-04-27 15:18:10.761,offline
2018-04-27 15:18:20.761,offline
2018-04-27 15:18:30.761,offline
2018-04-27 15:18:40.761,offline
2018-04-27 15:18:50.761,offline
2018-04-27 15:19:00.761,offline
2018-04-27 15:19:10.761,offline
2018-04-27 15:19:20.761,offline
2018-04-27 15:19:30.761,offline
2018-04-27 15:19:40.761,offline
2018-04-27 15:19:50.761,offline
2018-04-27 15:20:00.761,offline
2018-04-27 15:20:10.761,offline
2018-04-27 15:20:20.761,offline
2018-04-27 15:20:30.761,offline
2018-04-27 15:20:40.761,offline
2018-04-27 15:20:50.761,offline
2018-04-27 15:21:00.761,offline
2018-04-27 15:21:10.761,offline
2018-04-27 15:21:20.761,offline
2018-04-27 15:21:30.761,offline
2018-04-27 15:21:40.761,offline
2018-04-27 15:21:50.761,offline
2018-04-27 15:22:00.761,offline
2018-04-27 15:22:10.761,offline
2018-04-27 15:22:20.761,offline
2018-04-27 15:22:30.761,offline
2018-04-27 15:22:40.761,offline
2018-04-27 15:22:50.761,offline
2018-04-27 15:23:00.761,offline
2018-04-27 15:23:10.761,offline
2018-04-27 15:23:20.761,offline
2018-04-27 15:23:30.761,offline
2018-04-27 15:23:40.761,offline
2018-04-27 15:23:50.761,offline
2018-04-27 15:24:00.761,offline
2018-04-27 15:24:10.761,offline
2018-04-27 15:24:20.761,offline
2018-04-27 15:24:30.761,offline
2018-04-27 15:24:40.761,offline
2018-04-27 15:24:50.761,offline
2018-04-27 15:25:00.761,offline
2018-04-27 15:25:10.761,offline
2018-04-27 15:25:20.761,offline
2018-04-27 15:25:30.761,offline
2018-04-27 15:25:40.761,offline
2018-04-27 15:25:50.761,offline
2018-04-27 15:26:00.761,offline
2018-04-27 15:26:10.761,offline
2018-04-27 15:26:20.761,offline
2018-04-27 15:26:30.761,offline
2018-04-27 15:26:40.761,offline
2018-04-27 15:26:50.761,offline
2018-04-27 15:27:00.761,offline
2018-04-27 15:27:10.761,offline
2018-04-27 15:27:20.761,offline
2018-04-27 15:27:30.761,offline
2018-04-27 15:27:40.761,offline
2018-04-27 15:27:50.761,offline
2018-04-27 15:28:00.761,offline
2018-04-27 15:28:10.761,offline
2018-04-27 15:28:20.761,offline
2018-04-27 15:28:30.761,offline
2018-04-27 15:28:40.761,offline
2018-04-27 15:28:50.761,offline
2018-04-27 15:29:00.761,offline
2018-04-27 15:29:10.761,offline
2018-04-27 15:29:20.761,offline
2018-04-27 15:29:30.761,offline
2018-04-27 15:29:40.761,offline
2018-04-27 15:29:50.761,offline
2018-04-27 15:30:00.761,offline
2018-04-27 15:30:10.761,offline
2018-04-27 15:30:20.761,offline
2018-04-27 15:30:30.761,offline
2018-04-27 15:30:40.761,offline
2018-04-27 15:30:50.761,offline
2018-04-27 15:31:00.761,offline
2018-04-27 15:31:10.761,offline
2018-04-27 15:31:20.761,offline
2018-04-27 15:31:30.761,offline
2018-04-27 15:31:40.761,offline
2018-04-27 15:31:50.761,offline
2018-04-27 15:32:00.761,offline
2018-04-27 15:32:10.761,offline
2018-04-27 15:32:20.761,offline
2018-04-27 15:32:30.761,offline
2018-04-27 15:32:40.761,offline
2018-04-27 15:32:50.761,offline
2018-04-27 15:33:00.761,offline
2018-04-27 15:33:10.761,offline
2018-04-27 15:33:20.761,offline
2018-04-27 15:33:30.761,offline
2018-04-27 15:33:40.761,offline
2018-04-27 15:33:50.761,offline
2018-04-27 15:34:00.761,offline
2018-04-27 15:34:10.761,offline
2018-04-27 15:34:20.761,offline
2018-04-27 15:34:30.761,offline
2018-04-27 15:34:40.761,offline
2018-04-27 15:34:50.761,offline
2018-04-27 15:35:00.761,offline
2018-04-27 15:35:10.761,offline
2018-04-27 15:35:20.761,offline
2018-04-27 15:35:30.761,offline
2018-04-27 15:35:40.761,offline
2018-04-27 15:35:50.761,offline
2018-04-27 15:36:00.761,offline
2018-04-27 15:36:10.761,offline
2018-04-27 15:36:20.761,offline
2018-04-27 15:36:30.761,offline
2018-04-27 15:36:40.761,offline
2018-04-27 15:36:50.761,offline
2018-04-27 15:37:00.761,offline
2018-04-27 15:37:10.761,offline
2018-04-27 15:37:20.761,offline
2018-04-27 15:37:30.761,offline
2018-04-27 15:37:40.761,offline
2018-04-27 15:37:50.761,offline
2018-04-27 15:38:00.761,offline
2018-04-27 15:38:10.761,offline
2018-04-27 15:38:20.761,offline
2018-04-27 15:38:30.761,offline
2018-04-27 15:38:40.761,offline
2018-04-27 15:38:50.761,offline
2018-04-27 15:39:00.761,offline
2018-04-27 15:39:10.761,offline
2018-04-27 15:39:20.761,offline
2018-04-27 15:39:30.761,offline
2018-04-27 15:39:40.761,offline
2018-04-27 15:39:50.761,offline
2018-04-27 15:40:00.761,offline
2018-04-27 15:40:10.761,offline
2018-04-27 15:40:20.761,offline
2018-04-27 15:40:30.761,offline
2018-04-27 15:40:40.761,offline
2018-04-27 15:40:50.761,offline
2018-04-27 15:41:00.761,offline
2018-04-27 15:41:10.761,offline
2018-04-27 15:41:20.761,offline
2018-04-27 15:41:30.761,offline
2018-04-27 15:41:40.761,offline
2018-04-27 15:41:50.761,offline
2018-04-27 15:42:00.761,offline
2018-04-27 15:42:10.761,offline
2018-04-27 15:42:20.761,offline
2018-04-27 15:42:30.761,offline
2018-04-27 15:42:40.761,offline
2018-04-27 15:42:50.761,offline
2018-04-27 15:43:00.761,offline
2018-04-27 15:43:10.761,offline
2018-04-27 15:43:20.761,offline
2018-04-27 15:43:30.761,offline
2018-04-27 15:43:40.761,offline
2018-04-27 15:43:50.761,offline
2018-04-27 15:44:00.760,offline
2018-04-27 15:44:10.761,offline
2018-04-27 15:44:20.761,offline
2018-04-27 15:44:30.761,offline
2018-04-27 15:44:40.761,offline
2018-04-27 15:44:50.761,offline
2018-04-27 15:45:00.761,offline
2018-04-27 15:45:10.761,offline
2018-04-27 15:45:20.761,offline
2018-04-27 15:45:30.761,offline
2018-04-27 15:45:40.761,offline
2018-04-27 15:45:50.761,offline
2018-04-27 15:46:00.760,offline
2018-04-27 15:46:10.761,offline
2018-04-27 15:46:20.761,offline
2018-04-27 15:46:30.761,offline
2018-04-27 15:46:40.761,offline
2018-04-27 15:46:50.761,offline
2018-04-27 15:47:00.761,offline
2018-04-27 15:47:10.761,offline
2018-04-27 15:47:20.761,offline
2018-04-27 15:47:30.761,offline
2018-04-27 15:47:40.761,offline
2018-04-27 15:47:50.761,offline
2018-04-27 15:48:00.760,offline
2018-04-27 15:48:10.761,offline
2018-04-27 15:48:20.761,offline
2018-04-27 15:48:30.761,offline
2018-04-27 15:48:40.761,offline
2018-04-27 15:48:50.761,offline
2018-04-27 15:49:00.761,offline
2018-04-27 15:49:10.761,offline
2018-04-27 15:49:20.761,offline
2018-04-27 15:49:30.761,offline
2018-04-27 15:49:40.761,offline
2018-04-27 15:49:50.761,offline
2018-04-27 15:50:00.761,offline
2018-04-27 15:50:10.761,offline
2018-04-27 15:50:20.761,offline
2018-04-27 15:50:30.761,offline
2018-04-27 15:50:40.761,offline
2018-04-27 15:50:50.761,offline
2018-04-27 15:51:00.761,offline
2018-04-27 15:51:10.761,offline
2018-04-27 15:51:20.761,offline
2018-04-27 15:51:30.761,offline
2018-04-27 15:51:40.761,offline
2018-04-27 15:51:50.761,offline
2018-04-27 15:52:00.761,offline
2018-04-27 15:52:10.761,offline
2018-04-27 15:52:20.761,offline
2018-04-27 15:52:30.761,offline
2018-04-27 15:52:40.761,offline
2018-04-27 15:52:50.761,offline
2018-04-27 15:53:00.761,offline
2018-04-27 15:53:10.761,offline
2018-04-27 15:53:20.761,offline
2018-04-27 15:53:30.761,offline
2018-04-27 15:53:40.761,offline
2018-04-27 15:53:50.761,offline
2018-04-27 15:54:00.761,offline
2018-04-27 15:54:10.761,offline
2018-04-27 15:54:20.761,offline
2018-04-27 15:54:30.761,offline
2018-04-27 15:54:40.761,offline
2018-04-27 15:54:50.761,offline
2018-04-27 15:55:00.761,offline
2018-04-27 15:55:10.761,offline
2018-04-27 15:55:20.761,offline
2018-04-27 15:55:30.761,offline
2018-04-27 15:55:40.761,offline
2018-04-27 15:55:50.761,offline
2018-04-27 15:56:00.761,offline
2018-04-27 15:56:10.761,offline
2018-04-27 15:56:20.761,offline
2018-04-27 15:56:30.761,offline
2018-04-27 15:56:40.761,offline
2018-04-27 15:56:50.761,offline
2018-04-27 15:57:00.761,offline
2018-04-27 15:57:10.761,offline
2018-04-27 15:57:20.761,offline
2018-04-27 15:57:30.761,offline
2018-04-27 15:57:40.761,offline
2018-04-27 15:57:50.761,offline
2018-04-27 15:58:00.761,offline
2018-04-27 15:58:10.761,offline
2018-04-27 15:58:20.761,offline
2018-04-27 15:58:30.761,offline
2018-04-27 15:58:40.761,offline
2018-04-27 15:58:50.761,offline
2018-04-27 15:59:00.761,offline
2018-04-27 15:59:10.761,offline
2018-04-27 15:59:20.761,offline
2018-04-27 15:59:30.761,offline
2018-04-27 15:59:40.761,offline
2018-04-27 15:59:50.761,offline
2018-04-27 16:00:00.761,offline
2018-04-27 16:00:10.761,offline
2018-04-27 16:00:20.761,offline
2018-04-27 16:00:30.761,offline
2018-04-27 16:00:40.761,offline
2018-04-27 16:00:50.761,offline
2018-04-27 16:01:00.761,offline
2018-04-27 16:01:10.761,offline
2018-04-27 16:01:20.761,offline
2018-04-27 16:01:30.761,offline
2018-04-27 16:01:40.761,offline
2018-04-27 16:01:50.761,offline
2018-04-27 16:02:00.761,offline
2018-04-27 16:02:10.761,offline
2018-04-27 16:02:20.761,offline
2018-04-27 16:02:30.761,offline
2018-04-27 16:02:40.761,offline
2018-04-27 16:02:50.761,offline
2018-04-27 16:03:00.761,offline
2018-04-27 16:03:10.761,offline
2018-04-27 16:03:20.761,offline
2018-04-27 16:03:30.761,offline
2018-04-27 16:03:40.761,offline
2018-04-27 16:03:50.761,offline
2018-04-27 16:04:00.761,offline
2018-04-27 16:04:10.761,offline
2018-04-27 16:04:20.761,offline
2018-04-27 16:04:30.761,offline
2018-04-27 16:04:40.761,offline
2018-04-27 16:04:50.761,offline
2018-04-27 16:05:00.761,offline
2018-04-27 16:05:10.761,offline
2018-04-27 16:05:20.761,offline
2018-04-27 16:05:30.761,offline
2018-04-27 16:05:40.761,offline
2018-04-27 16:05:50.761,offline
2018-04-27 16:06:00.761,offline
2018-04-27 16:06:10.761,offline
2018-04-27 16:06:20.761,offline
2018-04-27 16:06:30.761,offline
2018-04-27 16:06:40.761,offline
2018-04-27 16:06:50.761,offline
2018-04-27 16:07:00.761,offline
2018-04-27 16:07:10.761,offline
2018-04-27 16:07:20.761,offline
2018-04-27 16:07:30.761,offline
2018-04-27 16:07:40.761,offline
2018-04-27 16:07:50.761,offline
2018-04-27 16:08:00.761,offline
2018-04-27 16:08:10.761,offline
2018-04-27 16:08:20.761,offline
2018-04-27 16:08:30.761,offline
2018-04-27 16:08:40.761,offline
2018-04-27 16:08:50.761,offline
2018-04-27 16:09:00.761,offline
2018-04-27 16:09:10.761,offline
2018-04-27 16:09:20.761,offline
2018-04-27 16:09:30.761,offline
2018-04-27 16:09:40.761,offline
2018-04-27 16:09:50.761,offline
2018-04-27 16:10:00.761,offline
2018-04-27 16:10:10.761,offline
2018-04-27 16:10:20.761,offline
2018-04-27 16:10:30.761,offline
2018-04-27 16:10:40.761,offline
2018-04-27 16:10:50.761,offline
2018-04-27 16:11:00.761,offline
2018-04-27 16:11:10.761,offline
2018-04-27 16:11:20.761,offline
2018-04-27 16:11:30.761,offline
2018-04-27 16:11:40.761,offline
2018-04-27 16:11:50.761,offline
2018-04-27 16:12:00.761,offline
2018-04-27 16:12:10.761,offline
2018-04-27 16:12:20.761,offline
2018-04-27 16:12:30.761,offline
2018-04-27 16:12:40.761,offline
2018-04-27 16:12:50.761,offline
2018-04-27 16:13:00.761,offline
2018-04-27 16:13:10.761,offline
2018-04-27 16:13:20.761,offline
2018-04-27 16:13:30.761,offline
2018-04-27 16:13:40.761,offline
2018-04-27 16:13:50.761,offline
2018-04-27 16:14:00.761,offline
2018-04-27 16:14:10.761,offline
2018-04-27 16:14:20.761,offline
2018-04-27 16:14:30.761,offline
2018-04-27 16:14:40.761,offline
2018-04-27 16:14:50.761,offline
2018-04-27 16:15:00.761,offline
2018-04-27 16:15:10.761,offline
2018-04-27 16:15:20.761,offline
2018-04-27 16:15:30.761,offline
2018-04-27 16:15:40.761,offline
2018-04-27 16:15:50.761,offline
2018-04-27 16:16:00.761,offline
2018-04-27 16:16:10.761,offline
2018-04-27 16:16:20.761,offline
2018-04-27 16:16:30.761,offline
2018-04-27 16:16:40.761,offline
2018-04-27 16:16:50.761,offline
2018-04-27 16:17:00.761,offline
2018-04-27 16:17:10.761,offline
2018-04-27 16:17:20.761,offline
2018-04-27 16:17:30.761,offline
2018-04-27 16:17:40.761,offline
2018-04-27 16:17:50.761,offline
2018-04-27 16:18:00.761,offline
2018-04-27 16:18:10.761,offline
2018-04-27 16:18:20.761,offline
2018-04-27 16:18:30.761,offline
2018-04-27 16:18:40.761,offline
2018-04-27 16:18:50.761,offline
2018-04-27 16:19:00.761,offline
2018-04-27 16:19:10.761,offline
2018-04-27 16:19:20.761,offline
2018-04-27 16:19:30.761,offline
2018-04-27 16:19:40.761,offline
2018-04-27 16:19:50.761,offline
2018-04-27 16:20:00.761,offline
2018-04-27 16:20:10.761,offline
2018-04-27 16:20:20.761,offline
2018-04-27 16:20:30.761,offline
2018-04-27 16:20:40.761,offline
2018-04-27 16:20:50.761,offline
2018-04-27 16:21:00.761,offline
2018-04-27 16:21:10.761,offline
2018-04-27 16:21:20.761,offline
2018-04-27 16:21:30.761,offline
2018-04-27 16:21:40.761,offline
2018-04-27 16:21:50.761,offline
2018-04-27 16:22:00.761,offline
2018-04-27 16:22:10.761,offline
2018-04-27 16:22:20.761,offline
2018-04-27 16:22:30.761,offline
2018-04-27 16:22:40.761,offline
2018-04-27 16:22:50.761,offline
2018-04-27 16:23:00.761,offline
2018-04-27 16:23:10.761,offline
2018-04-27 16:23:20.761,offline
2018-04-27 16:23:30.761,offline
2018-04-27 16:23:40.761,offline
2018-04-27 16:23:50.761,offline
2018-04-27 16:24:00.761,offline
2018-04-27 16:24:10.761,offline
2018-04-27 16:24:20.761,offline
2018-04-27 16:24:30.761,offline
2018-04-27 16:24:40.761,offline
2018-04-27 16:24:50.761,offline
2018-04-27 16:25:00.761,offline
2018-04-27 16:25:10.761,offline
2018-04-27 16:25:20.761,offline
2018-04-27 16:25:30.761,offline
2018-04-27 16:25:40.761,offline
2018-04-27 16:25:50.761,offline
2018-04-27 16:26:00.761,offline
2018-04-27 16:26:10.761,offline
2018-04-27 16:26:20.761,offline
2018-04-27 16:26:30.761,offline
2018-04-27 16:26:40.761,offline
2018-04-27 16:26:50.761,offline
2018-04-27 16:27:00.761,offline
2018-04-27 16:27:10.761,offline
2018-04-27 16:27:20.761,offline
2018-04-27 16:27:30.761,offline
2018-04-27 16:27:40.761,offline
2018-04-27 16:27:50.761,offline
2018-04-27 16:28:00.761,offline
2018-04-27 16:28:10.761,offline
2018-04-27 16:28:20.761,offline
2018-04-27 16:28:30.761,offline
2018-04-27 16:28:40.761,offline
2018-04-27 16:28:50.761,offline
2018-04-27 16:29:00.761,offline
2018-04-27 16:29:10.761,offline
2018-04-27 16:29:20.761,offline
2018-04-27 16:29:30.761,offline
2018-04-27 16:29:40.761,offline
2018-04-27 16:29:50.761,offline
2018-04-27 16:30:00.761,offline
2018-04-27 16:30:10.761,offline
2018-04-27 16:30:20.761,offline
2018-04-27 16:30:30.761,offline
2018-04-27 16:30:40.761,offline
2018-04-27 16:30:50.761,offline
2018-04-27 16:31:00.761,offline
2018-04-27 16:31:10.761,offline
2018-04-27 16:31:20.761,offline
2018-04-27 16:31:30.761,offline
2018-04-27 16:31:40.761,offline
2018-04-27 16:31:50.761,offline
2018-04-27 16:32:00.761,offline
2018-04-27 16:32:10.761,offline
2018-04-27 16:32:20.761,offline
2018-04-27 16:32:30.761,offline
2018-04-27 16:32:40.761,offline
2018-04-27 16:32:50.761,offline
2018-04-27 16:33:00.761,offline
2018-04-27 16:33:10.761,offline
2018-04-27 16:33:20.761,offline
2018-04-27 16:33:30.761,offline
2018-04-27 16:33:40.761,offline
2018-04-27 16:33:50.761,offline
2018-04-27 16:34:00.761,offline
2018-04-27 16:34:10.761,offline
2018-04-27 16:34:20.761,offline
2018-04-27 16:34:30.761,offline
2018-04-27 16:34:40.761,offline
2018-04-27 16:34:50.761,offline
2018-04-27 16:35:00.761,offline
2018-04-27 16:35:10.761,offline
2018-04-27 16:35:20.761,offline
2018-04-27 16:35:30.761,offline
2018-04-27 16:35:40.761,offline
2018-04-27 16:35:50.761,offline
2018-04-27 16:36:00.761,offline
2018-04-27 16:36:10.761,offline
2018-04-27 16:36:20.761,offline
2018-04-27 16:36:30.761,offline
2018-04-27 16:36:40.761,offline
2018-04-27 16:36:50.761,offline
2018-04-27 16:37:00.761,offline
2018-04-27 16:37:10.761,offline
2018-04-27 16:37:20.761,offline
